1,F#m,3,4,7,-1,A,Bm,E,0,None
2,G#dim,-1,0,None
3,A,1,4,6,7,-1,F#m,Bm,D,E,0,None
4,Bm,3,6,-1,A,D,0,None
5,C#m,3,-1,A,0,None
6,D,5,-1,C#m,0,5,5,None
7,E,1,3,-1,F#m,A,0,5,5,None
