1,Dm,4,7,-1,Gm,C,0,None
2,Edim,-1,0,None
3,F,4,7,-1,Gm,C,0,4,7,None
4,Gm,1,6,Dm,Bb,0,None
5,Am,-1,0,None
6,Bb,3,-1,F,0,None
7,C,3,-1,F,0,None
